,Animal Number,gestation,weeks,visit_results_new,failed_count,parity
11387,18351,3,39,Connection time,1.0,Multiparous
11388,18351,3,39,Dead milk time,1.0,Multiparous
11392,18351,3,42,Dead milk time,1.0,Multiparous
11411,18361,2,11,Automatic robot stop,1.0,Multiparous
11443,18361,2,42,Dead milk time,1.0,Multiparous
11451,18361,3,2,Automatic robot stop,1.0,Multiparous
11453,18361,3,3,Connection attempt,1.0,Multiparous
11454,18361,3,3,Dead milk time,2.0,Multiparous
11456,18361,3,4,Dead milk time,1.0,Multiparous
11458,18361,3,5,Connection attempt,1.0,Multiparous
11463,18361,3,9,Connection attempt,1.0,Multiparous
11482,18361,3,27,Automatic robot stop,1.0,Multiparous
11519,18367,3,15,Connection time,1.0,Multiparous
11521,18367,3,16,Dead milk time,1.0,Multiparous
11525,18367,3,19,Connection attempt,1.0,Multiparous
11528,18367,3,21,Connection attempt,1.0,Multiparous
11559,18374,1,5,Connection time,1.0,Primiparous
11567,18374,1,12,Connection attempt,1.0,Primiparous
11582,18374,1,26,Connection attempt,1.0,Primiparous
11583,18374,1,26,Connection time,2.0,Primiparous
11585,18374,1,27,Connection time,2.0,Primiparous
11587,18374,1,28,Connection attempt,1.0,Primiparous
11589,18374,1,29,Connection attempt,1.0,Primiparous
11590,18374,1,29,Connection time,1.0,Primiparous
11592,18374,1,30,Connection time,2.0,Primiparous
11603,18387,3,11,Dead milk time,3.0,Multiparous
11607,18387,3,14,Dead milk time,1.0,Multiparous
11609,18387,3,15,Dead milk time,2.0,Multiparous
11611,18387,3,16,Dead milk time,6.0,Multiparous
11613,18387,3,17,Dead milk time,3.0,Multiparous
11618,18387,3,21,Dead milk time,1.0,Multiparous
11620,18387,3,22,Dead milk time,2.0,Multiparous
11628,18387,3,29,Dead milk time,1.0,Multiparous
11631,18387,3,31,Dead milk time,2.0,Multiparous
11779,18401,3,14,Connection time,1.0,Multiparous
11793,18401,3,27,Connection attempt,1.0,Multiparous
11816,18414,1,15,Automatic robot stop,1.0,Primiparous
11825,18414,1,23,Connection attempt,1.0,Primiparous
11826,18414,1,23,Connection time,1.0,Primiparous
11827,18414,1,23,Dead milk time,1.0,Primiparous
11840,18414,1,38,Dead milk time,1.0,Primiparous
11893,18414,2,48,Stopped by user,1.0,Multiparous
11901,18458,1,3,Connection time,1.0,Primiparous
11904,18458,1,5,Connection time,1.0,Primiparous
11919,18458,1,19,Stopped by user,1.0,Primiparous
11942,18458,1,44,Connection attempt,1.0,Primiparous
11978,18458,2,33,Dead milk time,1.0,Multiparous
12011,18458,3,28,Connection time,5.0,Multiparous
12012,18458,3,28,Dead milk time,1.0,Multiparous
12014,18458,3,29,Connection time,4.0,Multiparous
12016,18458,3,30,Connection time,5.0,Multiparous
12018,18458,3,31,Connection time,4.0,Multiparous
12020,18458,3,32,Connection time,8.0,Multiparous
12021,18458,3,32,Dead milk time,1.0,Multiparous
12023,18458,3,33,Dead milk time,6.0,Multiparous
12025,18458,3,34,Dead milk time,4.0,Multiparous
12027,18458,3,35,Dead milk time,5.0,Multiparous
12029,18458,3,36,Dead milk time,6.0,Multiparous
12031,18458,3,37,Dead milk time,7.0,Multiparous
12033,18458,3,38,Connection time,3.0,Multiparous
12034,18458,3,38,Dead milk time,4.0,Multiparous
12036,18458,3,39,Connection time,3.0,Multiparous
12037,18458,3,39,Dead milk time,3.0,Multiparous
12039,18458,3,40,Connection time,1.0,Multiparous
12040,18458,3,40,Dead milk time,3.0,Multiparous
12044,18458,3,43,Dead milk time,1.0,Multiparous
12056,18463,2,9,Connection time,1.0,Multiparous
12069,18463,2,21,Dead milk time,1.0,Multiparous
12099,18463,2,50,Connection time,1.0,Multiparous
12160,18474,2,7,Dead milk time,1.0,Multiparous
12230,18474,3,29,Dead milk time,1.0,Multiparous
12244,18474,3,42,Dead milk time,1.0,Multiparous
12295,18479,3,12,Dead milk time,1.0,Multiparous
12297,18479,3,13,Connection attempt,1.0,Multiparous
12336,18484,3,3,Connection time,1.0,Multiparous
12338,18484,3,4,Connection attempt,4.0,Multiparous
12381,18489,1,3,Dead milk time,1.0,Primiparous
12383,18489,1,4,Stopped by user,1.0,Primiparous
12421,18489,1,44,Dead milk time,1.0,Primiparous
12424,18489,1,46,Dead milk time,1.0,Primiparous
12433,18489,1,54,Dead milk time,1.0,Primiparous
12463,18489,3,2,Dead milk time,1.0,Multiparous
12487,18489,3,25,Connection attempt,1.0,Multiparous
12509,18519,1,5,Stopped by user,1.0,Primiparous
12518,18519,1,13,Connection time,1.0,Primiparous
12521,18519,1,15,Connection attempt,1.0,Primiparous
12523,18519,1,16,Dead milk time,3.0,Primiparous
12525,18519,1,17,Connection time,1.0,Primiparous
12528,18519,1,19,Automatic robot stop,1.0,Primiparous
12529,18519,1,19,Connection time,1.0,Primiparous
12531,18519,1,20,Connection time,3.0,Primiparous
12533,18519,1,21,Automatic robot stop,1.0,Primiparous
12534,18519,1,21,Connection time,3.0,Primiparous
12537,18519,1,23,Connection time,1.0,Primiparous
12547,18519,1,35,Connection time,1.0,Primiparous
12549,18519,1,36,Connection time,1.0,Primiparous
12550,18519,1,36,Dead milk time,1.0,Primiparous
12554,18519,1,39,Automatic robot stop,1.0,Primiparous
12614,18519,3,16,Automatic robot stop,1.0,Multiparous
12653,18523,1,4,Stopped by user,1.0,Primiparous
12656,18523,1,6,Stopped by user,1.0,Primiparous
12677,18523,2,23,Dead milk time,1.0,Multiparous
12680,18523,2,25,Dead milk time,1.0,Multiparous
12684,18523,2,28,Dead milk time,1.0,Multiparous
12686,18523,2,29,Dead milk time,1.0,Multiparous
12689,18523,2,31,Connection attempt,1.0,Multiparous
12697,18523,2,38,Dead milk time,1.0,Multiparous
12699,18523,2,39,Dead milk time,1.0,Multiparous
12702,18523,2,41,Dead milk time,1.0,Multiparous
12704,18523,2,42,Connection time,1.0,Multiparous
12705,18523,2,42,Dead milk time,1.0,Multiparous
12717,18523,3,10,Dead milk time,1.0,Multiparous
12730,18523,3,22,Dead milk time,1.0,Multiparous
12735,18523,3,26,Dead milk time,2.0,Multiparous
12741,18523,3,31,Connection attempt,1.0,Multiparous
12746,18523,3,35,Dead milk time,1.0,Multiparous
12750,18526,3,2,Dead milk time,1.0,Multiparous
12787,18530,1,38,Connection attempt,1.0,Primiparous
12840,18530,3,5,Connection attempt,1.0,Multiparous
12845,18530,3,9,Connection attempt,1.0,Multiparous
12849,18530,3,12,Dead milk time,1.0,Multiparous
12862,18536,1,13,Connection time,1.0,Primiparous
12899,18536,1,52,Connection time,1.0,Primiparous
12904,18536,2,3,Connection attempt,1.0,Multiparous
12906,18536,2,4,Connection attempt,3.0,Multiparous
12907,18536,2,4,Connection time,5.0,Multiparous
12911,18536,2,7,Connection attempt,1.0,Multiparous
12916,18536,2,11,Connection attempt,1.0,Multiparous
12921,18536,2,15,Dead milk time,1.0,Multiparous
12927,18536,2,20,Connection attempt,1.0,Multiparous
12928,18536,2,20,Connection time,1.0,Multiparous
12977,18547,1,7,Stopped by user,1.0,Primiparous
12982,18547,1,11,Connection attempt,1.0,Primiparous
13061,18547,2,44,Dead milk time,1.0,Multiparous
13078,18547,3,12,Stopped by user,1.0,Multiparous
13132,18554,1,37,Dead milk time,1.0,Primiparous
13149,18554,2,9,Dead milk time,2.0,Multiparous
13157,18554,2,16,Dead milk time,1.0,Multiparous
13202,18554,3,17,Automatic robot stop,1.0,Multiparous
13252,18562,1,13,Automatic robot stop,1.0,Primiparous
13257,18562,1,17,Connection time,1.0,Primiparous
13259,18562,1,18,Automatic robot stop,1.0,Primiparous
13263,18562,1,21,Connection attempt,1.0,Primiparous
13284,18562,2,4,Automatic robot stop,1.0,Multiparous
13292,18562,2,11,Automatic robot stop,1.0,Multiparous
13312,18562,2,30,Dead milk time,1.0,Multiparous
13323,18562,2,40,Dead milk time,1.0,Multiparous
13337,18562,3,9,Automatic robot stop,1.0,Multiparous
13338,18562,3,9,Dead milk time,2.0,Multiparous
13343,18562,3,13,Automatic robot stop,1.0,Multiparous
13349,18562,3,18,Connection attempt,1.0,Multiparous
13350,18562,3,18,Dead milk time,1.0,Multiparous
13354,18562,3,21,Automatic robot stop,1.0,Multiparous
13371,18562,3,37,Automatic robot stop,1.0,Multiparous
13374,18562,3,39,Automatic robot stop,1.0,Multiparous
13380,18562,3,44,Automatic robot stop,1.0,Multiparous
13404,18566,3,4,Connection attempt,1.0,Multiparous
13420,18570,3,4,Connection attempt,2.0,Multiparous
13422,18570,3,5,Connection attempt,2.0,Multiparous
13423,18570,3,5,Connection time,2.0,Multiparous
13424,18570,3,5,Other,1.0,Multiparous
13426,18570,3,6,Automatic robot stop,1.0,Multiparous
13427,18570,3,6,Connection attempt,1.0,Multiparous
13428,18570,3,6,Connection time,3.0,Multiparous
13433,18570,3,10,Connection attempt,2.0,Multiparous
13434,18570,3,10,Connection time,2.0,Multiparous
13437,18570,3,12,Connection attempt,1.0,Multiparous
13438,18570,3,12,Connection time,2.0,Multiparous
13440,18570,3,13,Connection time,2.0,Multiparous
13442,18570,3,14,Connection attempt,1.0,Multiparous
13443,18570,3,14,Connection time,4.0,Multiparous
13446,18570,3,16,Connection time,1.0,Multiparous
13448,18570,3,17,Connection time,1.0,Multiparous
13450,18570,3,18,Connection attempt,1.0,Multiparous
13451,18570,3,18,Connection time,1.0,Multiparous
13453,18570,3,19,Connection attempt,3.0,Multiparous
13454,18570,3,19,Connection time,1.0,Multiparous
13456,18570,3,20,Connection attempt,1.0,Multiparous
13457,18570,3,20,Connection time,1.0,Multiparous
13459,18570,3,21,Connection time,1.0,Multiparous
13461,18570,3,22,Connection attempt,2.0,Multiparous
13463,18570,3,23,Connection attempt,9.0,Multiparous
13464,18570,3,23,Connection time,4.0,Multiparous
13467,18570,3,25,Connection attempt,1.0,Multiparous
13468,18570,3,25,Connection time,9.0,Multiparous
13487,18578,1,21,Connection attempt,1.0,Primiparous
13498,18578,1,31,Connection attempt,1.0,Primiparous
13501,18578,1,33,Connection attempt,1.0,Primiparous
13504,18578,1,35,Connection attempt,3.0,Primiparous
13514,18578,3,2,Connection time,2.0,Multiparous
13528,18578,3,15,Dead milk time,1.0,Multiparous
13534,18578,3,20,Connection attempt,2.0,Multiparous
13556,18578,3,41,Dead milk time,1.0,Multiparous
13558,18578,3,42,Dead milk time,2.0,Multiparous
13561,18578,3,44,Dead milk time,1.0,Multiparous
13563,18578,3,45,Dead milk time,2.0,Multiparous
13565,18578,3,46,Dead milk time,2.0,Multiparous
13569,18584,1,4,Connection time,1.0,Primiparous
13571,18584,1,5,Connection time,5.0,Primiparous
13573,18584,1,6,Connection time,4.0,Primiparous
13576,18584,1,8,Connection time,3.0,Primiparous
13578,18584,1,9,Connection time,7.0,Primiparous
13579,18584,1,9,Dead milk time,1.0,Primiparous
13581,18584,1,10,Connection time,2.0,Primiparous
13583,18584,1,11,Connection time,1.0,Primiparous
13586,18584,1,13,Connection time,1.0,Primiparous
13588,18584,1,14,Connection time,1.0,Primiparous
13590,18584,1,15,Connection time,4.0,Primiparous
13592,18584,1,16,Connection time,4.0,Primiparous
13594,18584,1,17,Connection time,4.0,Primiparous
13596,18584,1,18,Connection time,1.0,Primiparous
13598,18584,1,19,Connection time,1.0,Primiparous
13600,18584,1,20,Connection time,4.0,Primiparous
13602,18584,1,21,Connection time,7.0,Primiparous
13604,18584,1,22,Connection time,8.0,Primiparous
13606,18584,1,23,Connection time,3.0,Primiparous
13608,18584,1,24,Connection time,6.0,Primiparous
13610,18584,1,25,Connection time,9.0,Primiparous
13612,18584,1,26,Connection time,13.0,Primiparous
13614,18584,1,27,Connection time,3.0,Primiparous
13616,18584,1,31,Connection time,6.0,Primiparous
13618,18584,1,32,Connection time,10.0,Primiparous
13620,18584,1,33,Connection time,1.0,Primiparous
13622,18584,1,34,Connection time,6.0,Primiparous
13624,18584,1,35,Connection time,6.0,Primiparous
13626,18584,1,36,Connection time,3.0,Primiparous
13628,18584,1,37,Connection time,1.0,Primiparous
13630,18584,1,38,Connection time,7.0,Primiparous
13632,18584,1,39,Connection time,3.0,Primiparous
13635,18584,1,41,Connection time,2.0,Primiparous
13637,18584,1,42,Connection time,1.0,Primiparous
13639,18584,1,43,Connection time,1.0,Primiparous
13641,18584,1,44,Connection time,2.0,Primiparous
13649,18584,2,2,Connection time,1.0,Multiparous
13673,18584,2,25,Connection time,1.0,Multiparous
13674,18584,2,25,Dead milk time,1.0,Multiparous
13680,18584,2,30,Automatic robot stop,1.0,Multiparous
13704,18584,3,3,Dead milk time,1.0,Multiparous
13707,18584,3,5,Connection time,1.0,Multiparous
13712,18584,3,9,Dead milk time,1.0,Multiparous
13725,18584,3,21,Dead milk time,1.0,Multiparous
13729,18584,3,24,Connection attempt,1.0,Multiparous
13745,18586,1,6,Connection attempt,1.0,Primiparous
13753,18586,1,13,Connection attempt,1.0,Primiparous
13759,18586,2,3,Connection attempt,4.0,Multiparous
13761,18586,2,4,Connection attempt,3.0,Multiparous
13802,18586,2,44,Connection attempt,1.0,Multiparous
13807,18586,3,2,Connection attempt,1.0,Multiparous
13809,18586,3,3,Connection attempt,2.0,Multiparous
13813,18586,3,6,Connection attempt,1.0,Multiparous
13815,18586,3,7,Automatic robot stop,1.0,Multiparous
13817,18586,3,8,Connection attempt,1.0,Multiparous
13862,18616,1,14,Stopped by user,1.0,Primiparous
13878,18616,1,32,Automatic robot stop,1.0,Primiparous
13905,18616,2,10,Dead milk time,1.0,Multiparous
13907,18616,2,11,Dead milk time,1.0,Multiparous
13924,18616,2,27,Dead milk time,1.0,Multiparous
13926,18616,2,28,Connection attempt,1.0,Multiparous
13927,18616,2,28,Dead milk time,1.0,Multiparous
13935,18616,2,35,Connection attempt,1.0,Multiparous
13936,18616,2,35,Dead milk time,3.0,Multiparous
13938,18616,2,36,Dead milk time,2.0,Multiparous
13940,18616,2,37,Dead milk time,1.0,Multiparous
13942,18616,2,38,Dead milk time,1.0,Multiparous
13944,18616,2,39,Dead milk time,1.0,Multiparous
13946,18616,2,40,Connection time,1.0,Multiparous
13947,18616,2,40,Dead milk time,5.0,Multiparous
13949,18616,2,41,Dead milk time,4.0,Multiparous
13951,18616,2,42,Dead milk time,2.0,Multiparous
13995,18619,1,6,Stopped by user,1.0,Primiparous
13999,18619,1,9,Stopped by user,2.0,Primiparous
14006,18619,1,15,Dead milk time,1.0,Primiparous
14011,18619,1,19,Dead milk time,1.0,Primiparous
14021,18619,1,28,Connection time,1.0,Primiparous
14042,18619,3,20,Dead milk time,1.0,Multiparous
14046,18619,3,23,Dead milk time,1.0,Multiparous
14051,18619,3,27,Automatic robot stop,1.0,Multiparous
14099,18633,1,12,Connection time,1.0,Primiparous
14125,18633,1,40,Connection attempt,1.0,Primiparous
14131,18633,1,45,Automatic robot stop,1.0,Primiparous
14136,18633,2,2,Connection time,1.0,Multiparous
14154,18633,2,19,Dead milk time,1.0,Multiparous
14157,18633,2,21,Automatic robot stop,1.0,Multiparous
14158,18633,2,21,Dead milk time,1.0,Multiparous
14164,18633,2,26,Dead milk time,1.0,Multiparous
14174,18633,2,35,Dead milk time,1.0,Multiparous
14178,18633,2,38,Dead milk time,1.0,Multiparous
14199,18633,3,17,Connection attempt,1.0,Multiparous
14204,18633,3,21,Dead milk time,1.0,Multiparous
14216,18633,3,32,Automatic robot stop,1.0,Multiparous
14228,18633,3,43,Dead milk time,2.0,Multiparous
14240,18636,3,10,Connection attempt,1.0,Multiparous
14276,18636,3,45,Automatic robot stop,1.0,Multiparous
14280,18645,1,3,Connection attempt,1.0,Primiparous
14292,18645,1,14,Dead milk time,1.0,Primiparous
14300,18645,1,21,Connection attempt,1.0,Primiparous
14309,18645,1,32,Dead milk time,2.0,Primiparous
14311,18645,1,33,Connection attempt,1.0,Primiparous
14317,18645,1,38,Connection time,1.0,Primiparous
14318,18645,1,38,Dead milk time,1.0,Primiparous
14323,18645,1,42,Connection time,1.0,Primiparous
14324,18645,1,42,Dead milk time,1.0,Primiparous
14351,18645,2,22,Connection time,1.0,Multiparous
14366,18645,2,36,Connection time,1.0,Multiparous
14370,18645,2,39,Connection attempt,1.0,Multiparous
14376,18645,3,3,Dead milk time,1.0,Multiparous
14387,18645,3,13,Automatic robot stop,1.0,Multiparous
14408,18645,3,33,Connection time,1.0,Multiparous
14410,18645,3,34,Connection time,1.0,Multiparous
14439,18678,1,18,Connection time,1.0,Primiparous
14533,18679,1,10,Connection attempt,3.0,Primiparous
14535,18679,1,11,Connection attempt,3.0,Primiparous
14537,18679,1,12,Connection attempt,7.0,Primiparous
14539,18679,1,13,Connection attempt,2.0,Primiparous
14540,18679,1,13,Connection time,1.0,Primiparous
14542,18679,1,14,Connection attempt,4.0,Primiparous
14548,18679,1,22,Connection attempt,1.0,Primiparous
14565,18679,1,38,Dead milk time,1.0,Primiparous
14572,18679,1,44,Dead milk time,1.0,Primiparous
14577,18679,1,48,Connection attempt,1.0,Primiparous
14586,18679,2,4,Automatic robot stop,1.0,Multiparous
14598,18679,2,15,Automatic robot stop,1.0,Multiparous
14606,18679,2,22,Dead milk time,1.0,Multiparous
14612,18679,2,27,Dead milk time,1.0,Multiparous
14620,18679,2,34,Dead milk time,3.0,Multiparous
14623,18679,2,36,Dead milk time,2.0,Multiparous
14625,18679,2,37,Dead milk time,1.0,Multiparous
14629,18679,2,40,Dead milk time,1.0,Multiparous
14636,18679,3,3,Automatic robot stop,1.0,Multiparous
14669,18682,2,4,Connection attempt,1.0,Multiparous
14673,18682,2,7,Dead milk time,1.0,Multiparous
14678,18682,2,11,Connection time,1.0,Multiparous
14681,18682,2,13,Connection attempt,1.0,Multiparous
14683,18682,2,14,Connection attempt,1.0,Multiparous
14685,18682,2,15,Connection attempt,1.0,Multiparous
14688,18682,2,17,Connection attempt,1.0,Multiparous
14690,18682,2,18,Connection attempt,1.0,Multiparous
14696,18682,2,23,Connection attempt,1.0,Multiparous
14738,18682,3,22,Connection time,2.0,Multiparous
14740,18682,3,23,Connection time,2.0,Multiparous
14742,18682,3,24,Connection attempt,1.0,Multiparous
14744,18682,3,25,Automatic robot stop,1.0,Multiparous
14748,18682,3,28,Connection attempt,1.0,Multiparous
14776,18704,3,14,Connection attempt,1.0,Multiparous
14793,18704,3,30,Automatic robot stop,1.0,Multiparous
14839,18706,1,34,Automatic robot stop,1.0,Primiparous
14840,18706,1,34,Dead milk time,1.0,Primiparous
14843,18706,1,36,Dead milk time,1.0,Primiparous
14898,18706,2,48,Automatic robot stop,1.0,Multiparous
14913,18706,3,6,Dead milk time,2.0,Multiparous
14977,18717,2,10,Dead milk time,1.0,Multiparous
15035,18717,3,15,Automatic robot stop,1.0,Multiparous
15050,18717,3,29,Dead milk time,1.0,Multiparous
15074,18747,3,6,Dead milk time,1.0,Multiparous
15085,18747,3,16,Automatic robot stop,1.0,Multiparous
15120,18749,1,8,Automatic robot stop,1.0,Primiparous
15129,18749,1,16,Connection time,1.0,Primiparous
15144,18749,1,33,Automatic robot stop,1.0,Primiparous
15159,18749,1,47,Automatic robot stop,1.0,Primiparous
15205,18749,2,41,Dead milk time,1.0,Multiparous
15224,18749,3,14,Dead milk time,1.0,Multiparous
15252,18762,2,30,Automatic robot stop,1.0,Multiparous
15258,18762,2,35,Connection time,1.0,Multiparous
15285,18762,2,61,Connection time,5.0,Multiparous
15286,18762,2,61,Dead milk time,2.0,Multiparous
15288,18762,2,62,Connection time,4.0,Multiparous
15289,18762,2,62,Dead milk time,6.0,Multiparous
15291,18762,2,63,Connection time,1.0,Multiparous
15292,18762,2,63,Dead milk time,3.0,Multiparous
15351,18785,3,9,Dead milk time,1.0,Multiparous
15376,18785,3,33,Connection attempt,1.0,Multiparous
15399,18790,2,11,Connection time,2.0,Multiparous
15400,18790,2,11,Dead milk time,1.0,Multiparous
15403,18790,2,13,Connection time,1.0,Multiparous
15404,18790,2,13,Dead milk time,1.0,Multiparous
15407,18790,2,15,Connection time,2.0,Multiparous
15408,18790,2,15,Dead milk time,3.0,Multiparous
15410,18790,2,16,Automatic robot stop,1.0,Multiparous
15411,18790,2,16,Connection time,1.0,Multiparous
15412,18790,2,16,Dead milk time,1.0,Multiparous
15414,18790,2,17,Dead milk time,1.0,Multiparous
15417,18790,2,19,Dead milk time,1.0,Multiparous
15419,18790,2,20,Dead milk time,1.0,Multiparous
15422,18790,2,22,Connection time,1.0,Multiparous
15423,18790,2,22,Dead milk time,1.0,Multiparous
15427,18790,2,25,Connection time,2.0,Multiparous
15428,18790,2,25,Dead milk time,1.0,Multiparous
15430,18790,2,26,Connection time,1.0,Multiparous
15433,18790,2,28,Dead milk time,1.0,Multiparous
15439,18790,2,33,Connection attempt,1.0,Multiparous
15441,18790,2,34,Connection attempt,1.0,Multiparous
15445,18790,2,37,Dead milk time,1.0,Multiparous
15447,18790,2,38,Connection time,1.0,Multiparous
15450,18790,2,40,Dead milk time,2.0,Multiparous
15452,18790,2,41,Dead milk time,1.0,Multiparous
15455,18790,2,43,Connection time,1.0,Multiparous
15456,18790,2,43,Dead milk time,2.0,Multiparous
15458,18790,2,44,Dead milk time,2.0,Multiparous
15463,18790,3,5,Dead milk time,1.0,Multiparous
15483,18790,3,24,Connection time,1.0,Multiparous
15489,18790,3,29,Dead milk time,1.0,Multiparous
15492,18790,3,31,Connection attempt,1.0,Multiparous
15505,18790,3,43,Dead milk time,1.0,Multiparous
15520,18798,1,11,Connection attempt,1.0,Primiparous
15521,18798,1,11,Connection time,2.0,Primiparous
15524,18798,3,3,Connection attempt,1.0,Multiparous
15536,18819,3,10,Connection attempt,1.0,Multiparous
15542,18819,3,15,Connection attempt,1.0,Multiparous
15570,18819,3,42,Automatic robot stop,1.0,Multiparous
15590,18820,3,17,Automatic robot stop,1.0,Multiparous
15596,18820,3,22,Automatic robot stop,1.0,Multiparous
15611,18834,1,12,Dead milk time,1.0,Primiparous
15619,18834,1,19,Connection time,1.0,Primiparous
15624,18834,1,23,Connection time,1.0,Primiparous
15634,18834,1,35,Automatic robot stop,1.0,Primiparous
15638,18834,1,38,Automatic robot stop,1.0,Primiparous
15646,18834,2,1,Connection time,1.0,Multiparous
15676,18834,2,30,Automatic robot stop,1.0,Multiparous
15681,18834,2,34,Automatic robot stop,1.0,Multiparous
15690,18834,3,2,Connection time,1.0,Multiparous
15696,18834,3,7,Connection time,1.0,Multiparous
15709,18834,3,19,Connection time,1.0,Multiparous
15713,18834,3,22,Dead milk time,2.0,Multiparous
15740,18845,3,3,Dead milk time,1.0,Multiparous
15744,18845,3,6,Connection attempt,2.0,Multiparous
15746,18845,3,7,Connection attempt,1.0,Multiparous
15751,18845,3,11,Connection attempt,1.0,Multiparous
15761,18845,3,20,Dead milk time,1.0,Multiparous
15768,18845,3,26,Dead milk time,1.0,Multiparous
15784,18849,3,12,Dead milk time,1.0,Multiparous
15822,18864,1,2,Other,1.0,Primiparous
15825,18864,1,4,Connection time,1.0,Primiparous
15827,18864,1,5,Connection attempt,1.0,Primiparous
15828,18864,1,5,Connection time,4.0,Primiparous
15830,18864,1,6,Connection time,2.0,Primiparous
15835,18864,2,2,Connection attempt,1.0,Multiparous
15836,18864,2,2,Connection time,1.0,Multiparous
15928,18875,3,4,Connection attempt,1.0,Multiparous
15932,18875,3,7,Connection attempt,2.0,Multiparous
15983,18932,2,2,Connection attempt,1.0,Multiparous
16029,18932,3,4,Connection attempt,1.0,Multiparous
16031,18932,3,5,Connection attempt,2.0,Multiparous
16033,18932,3,6,Connection attempt,1.0,Multiparous
16035,18932,3,7,Connection attempt,1.0,Multiparous
16037,18932,3,8,Connection attempt,1.0,Multiparous
16039,18932,3,9,Connection attempt,3.0,Multiparous
16048,18932,3,17,Automatic robot stop,1.0,Multiparous
16099,18948,2,23,Dead milk time,1.0,Multiparous
16105,18948,2,28,Connection attempt,1.0,Multiparous
16118,18948,2,40,Connection attempt,1.0,Multiparous
16138,18948,3,8,Connection time,1.0,Multiparous
16140,18948,3,9,Connection time,5.0,Multiparous
16142,18948,3,10,Connection time,16.0,Multiparous
16144,18948,3,11,Connection time,2.0,Multiparous
16146,18948,3,12,Connection time,19.0,Multiparous
16148,18948,3,13,Connection time,12.0,Multiparous
16149,18948,3,13,Dead milk time,1.0,Multiparous
16151,18948,3,14,Connection time,23.0,Multiparous
16152,18948,3,14,Dead milk time,2.0,Multiparous
16154,18948,3,15,Connection time,20.0,Multiparous
16155,18948,3,15,Dead milk time,1.0,Multiparous
16157,18948,3,16,Dead milk time,2.0,Multiparous
16159,18948,3,17,Dead milk time,4.0,Multiparous
16162,18948,3,19,Dead milk time,1.0,Multiparous
16164,18948,3,20,Dead milk time,5.0,Multiparous
16166,18948,3,21,Dead milk time,2.0,Multiparous
16168,18948,3,22,Dead milk time,1.0,Multiparous
16171,18948,3,24,Connection attempt,1.0,Multiparous
16172,18948,3,24,Dead milk time,2.0,Multiparous
16175,18948,3,26,Dead milk time,2.0,Multiparous
16181,18948,3,31,Dead milk time,1.0,Multiparous
16183,18948,3,32,Dead milk time,1.0,Multiparous
16185,18948,3,33,Connection attempt,1.0,Multiparous
16186,18948,3,33,Dead milk time,3.0,Multiparous
16188,18948,3,34,Dead milk time,1.0,Multiparous
16191,18948,3,36,Automatic robot stop,1.0,Multiparous
16193,18948,3,37,Dead milk time,2.0,Multiparous
16195,18948,3,38,Dead milk time,4.0,Multiparous
16203,18951,1,8,Stopped by user,1.0,Primiparous
16263,18951,2,30,Dead milk time,1.0,Multiparous
16271,18951,2,37,Dead milk time,1.0,Multiparous
16273,18951,2,38,Dead milk time,1.0,Multiparous
16282,18951,3,5,Dead milk time,1.0,Multiparous
16296,18951,3,18,Dead milk time,1.0,Multiparous
16301,18951,3,22,Dead milk time,1.0,Multiparous
16303,18951,3,23,Dead milk time,1.0,Multiparous
16329,18986,3,4,Connection attempt,2.0,Multiparous
16338,18986,3,12,Dead milk time,1.0,Multiparous
16340,18986,3,13,Dead milk time,1.0,Multiparous
16397,18994,3,2,Dead milk time,1.0,Multiparous
16418,18994,3,22,Dead milk time,1.0,Multiparous
16439,18994,3,42,Dead milk time,1.0,Multiparous
16449,18997,3,9,Dead milk time,1.0,Multiparous
16502,19002,2,43,Automatic robot stop,1.0,Multiparous
16536,19012,1,12,Automatic robot stop,1.0,Primiparous
16562,19012,1,40,Dead milk time,1.0,Primiparous
16579,19012,2,13,Automatic robot stop,1.0,Multiparous
16662,19018,1,13,Stopped by user,1.0,Primiparous
16668,19018,1,18,Connection attempt,1.0,Primiparous
16836,19023,2,20,Dead milk time,1.0,Multiparous
16848,19023,2,31,Automatic robot stop,1.0,Multiparous
16863,19023,3,3,Automatic robot stop,1.0,Multiparous
16864,19023,3,3,Connection attempt,1.0,Multiparous
16867,19023,3,5,Dead milk time,1.0,Multiparous
16975,19052,1,3,Connection attempt,9.0,Primiparous
16977,19052,1,4,Connection attempt,3.0,Primiparous
16978,19052,1,4,Stopped by user,1.0,Primiparous
16980,19052,1,5,Connection attempt,4.0,Primiparous
16982,19052,1,6,Connection attempt,1.0,Primiparous
16988,19052,3,5,Connection attempt,1.0,Multiparous
16991,19052,3,7,Connection attempt,1.0,Multiparous
16993,19052,3,8,Connection attempt,1.0,Multiparous
17019,19072,3,3,Connection attempt,2.0,Multiparous
17046,19072,3,29,Automatic robot stop,1.0,Multiparous
17087,19078,1,43,Connection attempt,1.0,Primiparous
17113,19078,2,17,Dead milk time,1.0,Multiparous
17127,19078,2,30,Connection time,1.0,Multiparous
17129,19078,2,31,Dead milk time,2.0,Multiparous
17132,19078,2,33,Connection time,1.0,Multiparous
17133,19078,2,33,Dead milk time,1.0,Multiparous
17141,19078,2,40,Connection attempt,1.0,Multiparous
17143,19078,2,41,Dead milk time,1.0,Multiparous
17145,19078,2,42,Connection attempt,1.0,Multiparous
