,Animal Number,gestation,weeks,Device Name,visit_results_new,failed_count,parity
8043,16426,3,15,Astronaut 106,Dead milk time,1.0,Multiparous
8046,16426,3,16,Astronaut 106,Dead milk time,1.0,Multiparous
8049,16426,3,17,Astronaut 106,Dead milk time,1.0,Multiparous
8059,16426,3,20,Astronaut 106,Dead milk time,1.0,Multiparous
8077,16426,3,26,Astronaut 106,Connection time,1.0,Multiparous
8080,16426,3,27,Astronaut 106,Dead milk time,1.0,Multiparous
8284,16435,4,10,Astronaut 103,Connection attempt,2.0,Multiparous
8300,16435,4,15,Astronaut 103,Dead milk time,1.0,Multiparous
8304,16435,4,16,Astronaut 103,Connection attempt,1.0,Multiparous
8309,16435,4,18,Astronaut 101,Connection attempt,1.0,Multiparous
8429,16595,4,4,Astronaut 105,Connection attempt,1.0,Multiparous
8537,16616,4,2,Astronaut 117,Automatic robot stop,1.0,Multiparous
8541,16616,4,3,Astronaut 117,Automatic robot stop,1.0,Multiparous
8650,16636,4,8,Astronaut 110,Dead milk time,1.0,Multiparous
8660,16636,4,11,Astronaut 110,Dead milk time,1.0,Multiparous
8669,16636,4,13,Astronaut 112,Dead milk time,1.0,Multiparous
8680,16636,4,17,Astronaut 110,Dead milk time,1.0,Multiparous
8712,16636,4,28,Astronaut 110,Dead milk time,1.0,Multiparous
8716,16636,4,29,Astronaut 110,Dead milk time,1.0,Multiparous
8725,16636,4,32,Astronaut 110,Connection attempt,1.0,Multiparous
8742,16636,4,38,Astronaut 111,Dead milk time,1.0,Multiparous
8764,16636,4,46,Astronaut 110,Dead milk time,1.0,Multiparous
8769,16636,4,47,Astronaut 111,Connection time,2.0,Multiparous
8770,16636,4,47,Astronaut 111,Dead milk time,1.0,Multiparous
8773,16636,4,48,Astronaut 111,Connection time,1.0,Multiparous
8774,16636,4,48,Astronaut 111,Dead milk time,1.0,Multiparous
8779,16636,4,50,Astronaut 111,Connection time,2.0,Multiparous
8787,16636,4,52,Astronaut 112,Connection time,1.0,Multiparous
8794,16663,4,8,Astronaut 101,Dead milk time,1.0,Multiparous
8821,16663,4,20,Astronaut 103,Connection attempt,1.0,Multiparous
8904,16731,1,27,Astronaut 113,Connection attempt,1.0,Primiparous
8921,16731,1,32,Astronaut 114,Automatic robot stop,1.0,Primiparous
8934,16731,1,36,Astronaut 115,Connection attempt,1.0,Primiparous
8937,16731,1,37,Astronaut 114,Automatic robot stop,1.0,Primiparous
8948,16731,1,41,Astronaut 114,Dead milk time,1.0,Primiparous
9154,16731,3,41,Astronaut 104,Dead milk time,1.0,Multiparous
9156,16731,3,41,Astronaut 105,Dead milk time,1.0,Multiparous
9160,16731,3,42,Astronaut 106,Dead milk time,1.0,Multiparous
9384,16785,4,21,Astronaut 115,Connection time,1.0,Multiparous
9471,16795,1,7,Astronaut 112,Other,1.0,Primiparous
9482,16795,1,16,Astronaut 112,Connection attempt,1.0,Primiparous
9483,16795,1,16,Astronaut 112,Other,1.0,Primiparous
9495,16795,1,27,Astronaut 112,Dead milk time,1.0,Primiparous
9500,16795,1,31,Astronaut 112,Connection time,1.0,Primiparous
9505,16795,1,35,Astronaut 112,Connection attempt,1.0,Primiparous
9507,16795,1,36,Astronaut 112,Connection attempt,2.0,Primiparous
9517,16795,1,45,Astronaut 112,Automatic robot stop,1.0,Primiparous
9600,16795,3,40,Astronaut 106,Connection time,1.0,Multiparous
9602,16795,3,41,Astronaut 106,Connection time,1.0,Multiparous
9604,16795,3,42,Astronaut 106,Connection time,1.0,Multiparous
9690,16813,2,3,Astronaut 117,Stopped by user,1.0,Multiparous
9808,16813,3,17,Astronaut 104,Connection attempt,1.0,Multiparous
9904,16813,4,13,Astronaut 105,Automatic robot stop,1.0,Multiparous
9980,16813,4,42,Astronaut 104,Dead milk time,1.0,Multiparous
9982,16813,4,42,Astronaut 105,Dead milk time,1.0,Multiparous
9986,16850,4,8,Astronaut 110,Dead milk time,2.0,Multiparous
9989,16850,4,8,Astronaut 112,Connection time,1.0,Multiparous
9990,16850,4,8,Astronaut 112,Dead milk time,1.0,Multiparous
9992,16850,4,9,Astronaut 110,Dead milk time,1.0,Multiparous
10002,16850,4,12,Astronaut 110,Dead milk time,1.0,Multiparous
10023,16850,4,18,Astronaut 112,Dead milk time,1.0,Multiparous
10052,16850,4,28,Astronaut 110,Connection time,1.0,Multiparous
10055,16850,4,28,Astronaut 112,Connection time,1.0,Multiparous
10067,16850,4,32,Astronaut 112,Connection time,1.0,Multiparous
10104,16850,5,5,Astronaut 110,Dead milk time,1.0,Multiparous
10117,16961,1,5,Astronaut 117,Connection attempt,1.0,Primiparous
10122,16961,1,7,Astronaut 118,Connection attempt,1.0,Primiparous
10163,16961,1,27,Astronaut 115,Connection attempt,1.0,Primiparous
10167,16961,1,28,Astronaut 115,Connection attempt,2.0,Primiparous
10258,16961,2,4,Astronaut 109,Connection attempt,1.0,Multiparous
10278,16961,2,11,Astronaut 109,Connection attempt,1.0,Multiparous
10282,16961,2,12,Astronaut 109,Connection attempt,1.0,Multiparous
10291,16961,2,18,Astronaut 109,Dead milk time,1.0,Multiparous
10306,16961,2,23,Astronaut 109,Automatic robot stop,1.0,Multiparous
10372,16961,3,3,Astronaut 107,Connection time,1.0,Multiparous
10542,16991,4,14,Astronaut 116,Dead milk time,1.0,Multiparous
10544,16991,4,14,Astronaut 117,Dead milk time,1.0,Multiparous
10551,16991,4,16,Astronaut 117,Dead milk time,1.0,Multiparous
10581,16995,1,6,Astronaut 103,Dead milk time,1.0,Primiparous
10653,16995,1,36,Astronaut 101,Automatic robot stop,1.0,Primiparous
10711,16995,3,16,Astronaut 117,Stopped by user,1.0,Multiparous
10776,16995,3,39,Astronaut 116,Dead milk time,2.0,Multiparous
10805,16995,4,7,Astronaut 114,Dead milk time,1.0,Multiparous
10894,17019,3,18,Astronaut 107,Dead milk time,1.0,Multiparous
10931,17019,3,36,Astronaut 109,Dead milk time,1.0,Multiparous
10937,17019,3,38,Astronaut 108,Dead milk time,1.0,Multiparous
10943,17019,3,40,Astronaut 107,Dead milk time,2.0,Multiparous
10986,17019,3,54,Astronaut 107,Dead milk time,1.0,Multiparous
10991,17019,3,55,Astronaut 108,Dead milk time,1.0,Multiparous
11070,17046,1,27,Astronaut 112,Dead milk time,1.0,Primiparous
11084,17046,1,33,Astronaut 110,Dead milk time,1.0,Primiparous
11102,17046,1,39,Astronaut 110,Dead milk time,1.0,Primiparous
11125,17046,2,2,Astronaut 116,Dead milk time,1.0,Multiparous
11129,17046,2,3,Astronaut 116,Dead milk time,1.0,Multiparous
11159,17046,2,13,Astronaut 117,Dead milk time,1.0,Multiparous
11163,17046,2,14,Astronaut 117,Dead milk time,1.0,Multiparous
11168,17046,2,16,Astronaut 117,Dead milk time,1.0,Multiparous
11185,17046,2,22,Astronaut 116,Automatic robot stop,1.0,Multiparous
11198,17046,2,26,Astronaut 117,Dead milk time,1.0,Multiparous
11226,17046,2,42,Astronaut 116,Dead milk time,1.0,Multiparous
11291,17046,3,16,Astronaut 103,Dead milk time,1.0,Multiparous
11307,17046,3,21,Astronaut 103,Dead milk time,1.0,Multiparous
11328,17046,3,28,Astronaut 103,Dead milk time,1.0,Multiparous
11344,17046,3,33,Astronaut 103,Connection attempt,1.0,Multiparous
11347,17046,3,34,Astronaut 102,Dead milk time,1.0,Multiparous
11357,17046,3,37,Astronaut 103,Connection attempt,1.0,Multiparous
11363,17046,3,39,Astronaut 102,Dead milk time,1.0,Multiparous
11365,17046,3,39,Astronaut 103,Dead milk time,1.0,Multiparous
11387,17046,4,3,Astronaut 105,Connection time,1.0,Multiparous
11402,17046,4,8,Astronaut 104,Dead milk time,1.0,Multiparous
11406,17046,4,9,Astronaut 104,Dead milk time,1.0,Multiparous
11413,17046,4,11,Astronaut 104,Dead milk time,2.0,Multiparous
11419,17046,4,12,Astronaut 106,Dead milk time,1.0,Multiparous
11435,17046,4,17,Astronaut 106,Dead milk time,1.0,Multiparous
11443,17046,4,20,Astronaut 104,Dead milk time,2.0,Multiparous
11445,17046,4,20,Astronaut 105,Dead milk time,2.0,Multiparous
11448,17046,4,21,Astronaut 104,Dead milk time,1.0,Multiparous
11465,17046,4,26,Astronaut 105,Dead milk time,1.0,Multiparous
11472,17046,4,28,Astronaut 105,Dead milk time,1.0,Multiparous
11479,17046,4,30,Astronaut 106,Dead milk time,1.0,Multiparous
11501,17046,4,38,Astronaut 104,Dead milk time,1.0,Multiparous
11512,17046,4,41,Astronaut 105,Dead milk time,1.0,Multiparous
11547,17048,1,13,Astronaut 105,Dead milk time,2.0,Primiparous
11560,17048,1,22,Astronaut 111,Connection attempt,1.0,Primiparous
11664,17048,3,32,Astronaut 107,Dead milk time,2.0,Multiparous
11667,17048,3,33,Astronaut 107,Dead milk time,2.0,Multiparous
11692,17048,4,5,Astronaut 105,Connection attempt,1.0,Multiparous
11719,17048,4,18,Astronaut 105,Automatic robot stop,1.0,Multiparous
11762,17048,4,37,Astronaut 105,Connection attempt,1.0,Multiparous
11774,17079,1,5,Astronaut 113,Dead milk time,1.0,Primiparous
11785,17079,1,10,Astronaut 114,Dead milk time,1.0,Primiparous
11805,17079,4,11,Astronaut 105,Connection attempt,1.0,Multiparous
11840,17079,4,24,Astronaut 106,Dead milk time,1.0,Multiparous
11866,17079,4,34,Astronaut 105,Dead milk time,1.0,Multiparous
11880,17079,4,39,Astronaut 106,Dead milk time,1.0,Multiparous
11886,17079,4,41,Astronaut 105,Automatic robot stop,1.0,Multiparous
11895,17079,4,44,Astronaut 106,Dead milk time,1.0,Multiparous
11914,17085,4,4,Astronaut 107,Dead milk time,1.0,Multiparous
11919,17085,4,5,Astronaut 109,Connection attempt,1.0,Multiparous
11923,17085,4,6,Astronaut 109,Connection attempt,1.0,Multiparous
11942,17085,4,12,Astronaut 109,Connection attempt,1.0,Multiparous
11944,17085,4,13,Astronaut 107,Dead milk time,1.0,Multiparous
11947,17085,4,13,Astronaut 109,Connection attempt,1.0,Multiparous
11964,17103,1,7,Astronaut 118,Dead milk time,1.0,Primiparous
12020,17103,1,26,Astronaut 113,Automatic robot stop,1.0,Primiparous
12127,17103,2,19,Astronaut 108,Automatic robot stop,1.0,Multiparous
12146,17103,2,25,Astronaut 108,Dead milk time,1.0,Multiparous
12209,17103,3,5,Astronaut 108,Connection time,1.0,Multiparous
12210,17103,3,5,Astronaut 108,Dead milk time,1.0,Multiparous
12214,17103,3,6,Astronaut 108,Automatic robot stop,1.0,Multiparous
12218,17103,3,7,Astronaut 108,Dead milk time,1.0,Multiparous
12228,17103,3,10,Astronaut 108,Automatic robot stop,1.0,Multiparous
12232,17103,3,11,Astronaut 108,Dead milk time,1.0,Multiparous
12251,17103,3,17,Astronaut 108,Dead milk time,1.0,Multiparous
12329,17103,3,47,Astronaut 108,Dead milk time,1.0,Multiparous
12361,17103,4,10,Astronaut 102,Dead milk time,1.0,Multiparous
12370,17103,4,13,Astronaut 102,Dead milk time,1.0,Multiparous
12382,17103,4,17,Astronaut 101,Connection attempt,1.0,Multiparous
12395,17103,4,21,Astronaut 101,Dead milk time,1.0,Multiparous
12433,17145,4,3,Astronaut 102,Connection time,1.0,Multiparous
12459,17145,4,15,Astronaut 102,Dead milk time,1.0,Multiparous
12476,17145,4,21,Astronaut 101,Connection time,1.0,Multiparous
12485,17145,4,23,Astronaut 103,Connection time,1.0,Multiparous
12515,17148,1,2,Astronaut 113,Dead milk time,1.0,Primiparous
12547,17148,1,16,Astronaut 114,Automatic robot stop,1.0,Primiparous
12548,17148,1,16,Astronaut 114,Connection attempt,1.0,Primiparous
12553,17148,1,18,Astronaut 115,Dead milk time,1.0,Primiparous
12562,17148,1,22,Astronaut 114,Automatic robot stop,1.0,Primiparous
12570,17148,1,25,Astronaut 114,Dead milk time,1.0,Primiparous
12581,17148,1,29,Astronaut 115,Automatic robot stop,1.0,Primiparous
12595,17148,1,34,Astronaut 115,Automatic robot stop,1.0,Primiparous
12767,17148,3,14,Astronaut 108,Automatic robot stop,1.0,Multiparous
12818,17148,3,32,Astronaut 107,Dead milk time,1.0,Multiparous
12820,17148,3,32,Astronaut 108,Dead milk time,1.0,Multiparous
13027,17151,3,36,Astronaut 118,Dead milk time,1.0,Multiparous
13146,17151,4,40,Astronaut 111,Dead milk time,1.0,Multiparous
13174,17216,1,14,Astronaut 110,Connection time,2.0,Primiparous
13202,17216,1,26,Astronaut 110,Connection attempt,1.0,Primiparous
13224,17216,1,34,Astronaut 110,Connection attempt,1.0,Primiparous
13228,17216,1,35,Astronaut 110,Automatic robot stop,1.0,Primiparous
13235,17216,1,37,Astronaut 111,Stopped by user,1.0,Primiparous
13298,17216,2,20,Astronaut 104,Dead milk time,1.0,Multiparous
13345,17216,2,36,Astronaut 104,Automatic robot stop,1.0,Multiparous
13640,17271,1,15,Astronaut 114,Connection attempt,1.0,Primiparous
13642,17271,1,15,Astronaut 115,Connection attempt,1.0,Primiparous
13645,17271,1,16,Astronaut 114,Connection time,1.0,Primiparous
13659,17271,2,6,Astronaut 105,Dead milk time,1.0,Multiparous
13782,17271,3,2,Astronaut 108,Automatic robot stop,1.0,Multiparous
13792,17271,3,5,Astronaut 108,Dead milk time,1.0,Multiparous
13890,17271,3,37,Astronaut 109,Dead milk time,1.0,Multiparous
14002,17306,4,5,Astronaut 104,Dead milk time,1.0,Multiparous
14036,17306,4,21,Astronaut 105,Automatic robot stop,1.0,Multiparous
14050,17306,4,27,Astronaut 106,Dead milk time,1.0,Multiparous
14069,17306,4,36,Astronaut 104,Connection attempt,1.0,Multiparous
14086,17320,1,3,Astronaut 111,Connection attempt,1.0,Primiparous
14103,17320,2,6,Astronaut 107,Dead milk time,1.0,Multiparous
14109,17320,2,11,Astronaut 107,Dead milk time,1.0,Multiparous
14139,17320,2,31,Astronaut 108,Automatic robot stop,1.0,Multiparous
14158,17320,2,37,Astronaut 109,Automatic robot stop,1.0,Multiparous
14167,17320,2,40,Astronaut 109,Automatic robot stop,1.0,Multiparous
14205,17320,3,14,Astronaut 105,Automatic robot stop,1.0,Multiparous
14220,17320,3,19,Astronaut 105,Automatic robot stop,1.0,Multiparous
14225,17320,3,21,Astronaut 104,Dead milk time,1.0,Multiparous
14282,17320,4,18,Astronaut 114,Automatic robot stop,1.0,Multiparous
14297,17320,4,23,Astronaut 114,Automatic robot stop,1.0,Multiparous
14354,17320,4,42,Astronaut 114,Connection time,1.0,Multiparous
14362,17335,4,2,Astronaut 117,Connection time,1.0,Multiparous
14457,17369,1,8,Astronaut 111,Automatic robot stop,1.0,Primiparous
14480,17369,1,17,Astronaut 110,Connection attempt,1.0,Primiparous
14489,17369,1,19,Astronaut 112,Connection time,1.0,Primiparous
14490,17369,1,19,Astronaut 112,Dead milk time,3.0,Primiparous
14598,17369,2,16,Astronaut 106,Dead milk time,2.0,Multiparous
14692,17369,3,6,Astronaut 117,Connection attempt,1.0,Multiparous
14800,17369,4,2,Astronaut 113,Dead milk time,1.0,Multiparous
14803,17369,4,2,Astronaut 115,Dead milk time,1.0,Multiparous
14844,17369,4,15,Astronaut 101,Dead milk time,2.0,Multiparous
14931,17380,4,2,Astronaut 112,Connection attempt,7.0,Multiparous
14933,17380,4,3,Astronaut 110,Connection attempt,1.0,Multiparous
14935,17380,4,3,Astronaut 111,Connection attempt,1.0,Multiparous
14951,17380,4,8,Astronaut 112,Connection attempt,1.0,Multiparous
14974,17380,4,16,Astronaut 110,Dead milk time,1.0,Multiparous
14981,17380,4,18,Astronaut 110,Connection attempt,1.0,Multiparous
14985,17380,4,19,Astronaut 110,Connection attempt,1.0,Multiparous
14987,17380,4,19,Astronaut 111,Connection attempt,1.0,Multiparous
14990,17380,4,20,Astronaut 110,Dead milk time,1.0,Multiparous
14993,17380,4,20,Astronaut 112,Connection time,1.0,Multiparous
15002,17380,4,23,Astronaut 111,Connection attempt,1.0,Multiparous
15023,17380,4,30,Astronaut 110,Connection time,1.0,Multiparous
15026,17380,4,30,Astronaut 112,Connection time,1.0,Multiparous
15028,17380,4,31,Astronaut 110,Connection attempt,2.0,Multiparous
15050,17380,4,38,Astronaut 110,Connection attempt,1.0,Multiparous
15069,17381,1,2,Astronaut 112,Connection attempt,1.0,Primiparous
15071,17381,1,3,Astronaut 110,Connection attempt,5.0,Primiparous
15072,17381,1,3,Astronaut 111,Connection attempt,3.0,Primiparous
15074,17381,1,3,Astronaut 112,Connection attempt,1.0,Primiparous
15076,17381,1,4,Astronaut 112,Connection attempt,2.0,Primiparous
15089,17381,2,12,Astronaut 107,Connection time,2.0,Multiparous
15091,17381,2,13,Astronaut 107,Connection time,1.0,Multiparous
15094,17381,2,15,Astronaut 107,Connection time,2.0,Multiparous
15096,17381,2,16,Astronaut 107,Connection time,13.0,Multiparous
15098,17381,2,17,Astronaut 107,Connection time,3.0,Multiparous
15100,17381,2,18,Astronaut 107,Connection time,1.0,Multiparous
15102,17381,2,19,Astronaut 107,Connection time,1.0,Multiparous
15112,17381,2,31,Astronaut 107,Connection attempt,1.0,Multiparous
15120,17381,2,38,Astronaut 107,Connection attempt,1.0,Multiparous
15121,17381,2,38,Astronaut 107,Connection time,1.0,Multiparous
15145,17381,3,2,Astronaut 106,Connection attempt,1.0,Multiparous
15388,17439,4,4,Astronaut 103,Connection attempt,1.0,Multiparous
15418,17439,4,22,Astronaut 101,Dead milk time,2.0,Multiparous
15452,17440,2,9,Astronaut 108,Dead milk time,1.0,Multiparous
15454,17440,2,9,Astronaut 109,Connection attempt,1.0,Multiparous
15458,17440,2,10,Astronaut 109,Connection time,1.0,Multiparous
15528,17440,3,4,Astronaut 108,Connection time,1.0,Multiparous
15578,17440,3,26,Astronaut 108,Connection attempt,1.0,Multiparous
15610,17440,3,41,Astronaut 109,Connection attempt,1.0,Multiparous
15619,17440,4,4,Astronaut 105,Connection time,3.0,Multiparous
15635,17440,4,10,Astronaut 105,Dead milk time,1.0,Multiparous
15681,17440,4,32,Astronaut 104,Dead milk time,1.0,Multiparous
15741,17478,4,8,Astronaut 110,Dead milk time,1.0,Multiparous
15743,17478,4,8,Astronaut 111,Dead milk time,2.0,Multiparous
15835,17487,4,21,Astronaut 114,Automatic robot stop,1.0,Multiparous
15855,17487,4,27,Astronaut 115,Dead milk time,1.0,Multiparous
15862,17487,4,30,Astronaut 114,Dead milk time,1.0,Multiparous
15864,17487,4,30,Astronaut 115,Dead milk time,1.0,Multiparous
15866,17525,1,4,Astronaut 112,Connection time,1.0,Primiparous
15869,17525,1,5,Astronaut 112,Connection time,1.0,Primiparous
15909,17525,1,42,Astronaut 112,Dead milk time,1.0,Primiparous
16036,17525,3,9,Astronaut 104,Connection attempt,1.0,Multiparous
16064,17525,3,18,Astronaut 106,Dead milk time,1.0,Multiparous
16078,17525,3,23,Astronaut 105,Connection attempt,1.0,Multiparous
16089,17525,3,26,Astronaut 106,Connection attempt,1.0,Multiparous
16110,17525,3,33,Astronaut 105,Connection time,1.0,Multiparous
16122,17525,3,37,Astronaut 104,Connection time,1.0,Multiparous
16129,17525,3,39,Astronaut 104,Connection time,1.0,Multiparous
16131,17525,3,39,Astronaut 105,Connection time,1.0,Multiparous
16140,17525,3,42,Astronaut 104,Connection time,2.0,Multiparous
16142,17525,3,42,Astronaut 105,Connection time,1.0,Multiparous
16183,17532,3,15,Astronaut 104,Dead milk time,1.0,Multiparous
16196,17532,3,21,Astronaut 105,Connection attempt,1.0,Multiparous
16304,17538,4,21,Astronaut 102,Dead milk time,1.0,Multiparous
16342,17560,1,5,Astronaut 111,Connection time,1.0,Primiparous
16352,17560,1,10,Astronaut 110,Connection attempt,1.0,Primiparous
16370,17560,1,17,Astronaut 111,Connection time,1.0,Primiparous
16381,17560,1,22,Astronaut 111,Connection attempt,1.0,Primiparous
16398,17560,1,30,Astronaut 110,Connection time,1.0,Primiparous
16416,17560,1,38,Astronaut 110,Connection time,1.0,Primiparous
16420,17560,1,39,Astronaut 110,Connection time,1.0,Primiparous
16421,17560,1,39,Astronaut 110,Dead milk time,1.0,Primiparous
16427,17560,1,41,Astronaut 110,Connection time,1.0,Primiparous
16434,17560,2,3,Astronaut 117,Connection time,1.0,Multiparous
16469,17560,2,21,Astronaut 117,Dead milk time,1.0,Multiparous
16479,17560,2,25,Astronaut 117,Dead milk time,1.0,Multiparous
16496,17560,2,32,Astronaut 116,Dead milk time,1.0,Multiparous
16500,17560,2,33,Astronaut 116,Dead milk time,1.0,Multiparous
16581,17560,3,24,Astronaut 116,Stopped by user,1.0,Multiparous
16631,17560,4,2,Astronaut 101,Connection attempt,1.0,Multiparous
16633,17560,4,3,Astronaut 101,Connection attempt,2.0,Multiparous
16634,17560,4,3,Astronaut 101,Dead milk time,1.0,Multiparous
16636,17560,4,4,Astronaut 101,Dead milk time,1.0,Multiparous
16671,17560,4,16,Astronaut 110,Dead milk time,1.0,Multiparous
16699,17560,4,25,Astronaut 110,Dead milk time,1.0,Multiparous
16753,17560,4,43,Astronaut 110,Dead milk time,1.0,Multiparous
16796,17583,4,19,Astronaut 105,Connection attempt,1.0,Multiparous
16853,17634,2,44,Astronaut 117,Connection time,1.0,Multiparous
16856,17634,2,45,Astronaut 117,Connection time,1.0,Multiparous
16859,17634,2,46,Astronaut 117,Dead milk time,1.0,Multiparous
16896,17634,3,25,Astronaut 112,Connection attempt,1.0,Multiparous
16911,17634,3,32,Astronaut 112,Connection attempt,1.0,Multiparous
16926,17634,3,38,Astronaut 111,Dead milk time,1.0,Multiparous
16978,17634,4,16,Astronaut 110,Dead milk time,1.0,Multiparous
16980,17634,4,16,Astronaut 111,Dead milk time,1.0,Multiparous
17003,17649,4,4,Astronaut 103,Dead milk time,1.0,Multiparous
17032,17649,4,14,Astronaut 102,Dead milk time,1.0,Multiparous
17087,17680,1,2,Astronaut 112,Connection time,1.0,Primiparous
