,Animal Number,gestation,months,weeks,correct_pen,Device Name,visit_results_new,failed_count,parity
13,3,2,3,9,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
138,534,7,2,7,30,Astronaut 103,Connection attempt,1.0,Multiparous
180,534,7,7,25,30,Astronaut 102,Connection attempt,1.0,Multiparous
213,1297,1,2,3,30,Astronaut 103,Automatic robot stop,1.0,Primiparous
217,1297,1,2,4,30,Astronaut 103,Stopped by user,1.0,Primiparous
223,1297,1,2,6,30,Astronaut 102,Connection attempt,2.0,Primiparous
260,1297,1,5,19,30,Astronaut 103,Automatic robot stop,1.0,Primiparous
313,1391,6,3,9,31,Astronaut 105,Connection attempt,2.0,Multiparous
400,1940,2,6,20,33,Astronaut 112,Connection time,1.0,Multiparous
411,1940,2,8,29,33,Astronaut 112,Stopped by user,2.0,Multiparous
418,1940,2,9,34,33,Astronaut 112,Connection attempt,1.0,Multiparous
461,1940,3,6,20,31,Astronaut 106,Dead milk time,1.0,Multiparous
581,1940,5,3,8,30,Astronaut 103,Dead milk time,1.0,Multiparous
644,1940,5,7,27,30,Astronaut 103,Dead milk time,1.0,Multiparous
686,1940,5,10,40,30,Astronaut 101,Dead milk time,1.0,Multiparous
743,1940,6,4,13,30,Astronaut 102,Dead milk time,1.0,Multiparous
821,2930,6,3,8,35,Astronaut 117,Connection attempt,1.0,Multiparous
873,14423,6,3,10,33,Astronaut 111,Dead milk time,1.0,Multiparous
963,14577,2,1,2,35,Astronaut 118,Dead milk time,1.0,Multiparous
964,14577,2,1,2,35,Astronaut 118,Stopped by user,1.0,Multiparous
967,14577,2,1,3,35,Astronaut 118,Connection time,1.0,Multiparous
980,14577,2,3,8,35,Astronaut 118,Dead milk time,1.0,Multiparous
995,14577,2,5,18,35,Astronaut 118,Dead milk time,2.0,Multiparous
1001,14577,2,6,22,35,Astronaut 118,Dead milk time,1.0,Multiparous
1004,14577,2,6,24,35,Astronaut 118,Dead milk time,1.0,Multiparous
1100,14577,5,2,6,30,Astronaut 101,Connection attempt,1.0,Multiparous
1102,14577,5,2,7,30,Astronaut 101,Connection attempt,1.0,Multiparous
1121,14577,5,5,18,32,Astronaut 107,Dead milk time,1.0,Multiparous
1124,14577,5,5,19,32,Astronaut 107,Connection time,1.0,Multiparous
1131,14577,5,6,22,32,Astronaut 107,Automatic robot stop,1.0,Multiparous
1133,14577,5,6,23,32,Astronaut 107,Connection attempt,1.0,Multiparous
1138,14577,5,7,25,32,Astronaut 107,Automatic robot stop,1.0,Multiparous
1169,14577,5,9,37,32,Astronaut 107,Connection attempt,1.0,Multiparous
1197,14579,5,2,4,33,Astronaut 112,Dead milk time,1.0,Multiparous
1199,14579,5,2,5,33,Astronaut 110,Dead milk time,2.0,Multiparous
1202,14579,5,2,5,33,Astronaut 112,Dead milk time,1.0,Multiparous
1207,14579,5,2,7,33,Astronaut 110,Dead milk time,1.0,Multiparous
1234,14579,5,4,14,33,Astronaut 110,Dead milk time,1.0,Multiparous
1271,14579,5,7,25,33,Astronaut 110,Dead milk time,1.0,Multiparous
1281,14579,5,7,28,33,Astronaut 110,Dead milk time,1.0,Multiparous
1285,14579,5,7,29,33,Astronaut 110,Dead milk time,1.0,Multiparous
1321,14579,5,10,39,33,Astronaut 110,Dead milk time,1.0,Multiparous
1345,14677,5,1,3,34,Astronaut 115,Automatic robot stop,1.0,Multiparous
1350,14677,5,2,4,34,Astronaut 115,Connection time,3.0,Multiparous
1356,14677,5,2,7,34,Astronaut 115,Connection time,1.0,Multiparous
1360,14677,5,3,8,34,Astronaut 115,Connection time,1.0,Multiparous
1363,14677,5,3,9,34,Astronaut 115,Connection time,1.0,Multiparous
1366,14677,5,3,10,34,Astronaut 115,Connection time,2.0,Multiparous
1372,14677,5,3,12,34,Astronaut 115,Connection time,1.0,Multiparous
1376,14677,5,4,13,34,Astronaut 114,Connection time,1.0,Multiparous
1378,14677,5,4,13,34,Astronaut 115,Connection time,1.0,Multiparous
1383,14677,5,4,15,34,Astronaut 114,Connection time,1.0,Multiparous
1387,14677,5,4,16,34,Astronaut 114,Connection time,1.0,Multiparous
1388,14677,5,4,16,34,Astronaut 114,Dead milk time,1.0,Multiparous
1390,14677,5,4,16,34,Astronaut 115,Dead milk time,2.0,Multiparous
1393,14677,5,5,16,34,Astronaut 114,Connection time,3.0,Multiparous
1394,14677,5,5,16,34,Astronaut 115,Connection time,1.0,Multiparous
1399,14677,5,5,18,34,Astronaut 114,Connection time,1.0,Multiparous
1401,14677,5,5,18,34,Astronaut 115,Connection time,2.0,Multiparous
1402,14677,5,5,18,34,Astronaut 115,Dead milk time,1.0,Multiparous
1405,14677,5,5,19,34,Astronaut 114,Connection time,1.0,Multiparous
1409,14677,5,5,20,34,Astronaut 114,Connection time,3.0,Multiparous
1448,14939,5,4,12,30,Astronaut 102,Dead milk time,1.0,Multiparous
1454,14939,5,4,14,30,Astronaut 101,Connection attempt,1.0,Multiparous
1470,14939,5,5,18,30,Astronaut 101,Connection attempt,2.0,Multiparous
1477,14939,5,5,20,30,Astronaut 101,Connection attempt,1.0,Multiparous
1478,14939,5,5,20,30,Astronaut 101,Dead milk time,2.0,Multiparous
1485,14939,5,6,21,30,Astronaut 101,Connection attempt,1.0,Multiparous
1492,14939,5,6,23,30,Astronaut 101,Connection time,1.0,Multiparous
1494,14939,5,6,23,30,Astronaut 102,Dead milk time,1.0,Multiparous
1500,14939,5,7,25,30,Astronaut 101,Connection attempt,1.0,Multiparous
1531,14939,5,9,33,30,Astronaut 101,Dead milk time,1.0,Multiparous
1567,14950,4,8,32,30,Astronaut 103,Connection attempt,1.0,Multiparous
1634,14950,4,13,52,34,Astronaut 115,Connection time,1.0,Multiparous
1641,14950,4,13,54,34,Astronaut 115,Connection time,1.0,Multiparous
1653,14950,4,14,58,30,Astronaut 103,Connection time,1.0,Multiparous
1655,14950,4,14,59,30,Astronaut 102,Connection time,1.0,Multiparous
1698,14950,4,17,71,30,Astronaut 103,Dead milk time,1.0,Multiparous
1733,15087,4,3,9,31,Astronaut 104,Dead milk time,1.0,Multiparous
1735,15087,4,3,9,31,Astronaut 105,Dead milk time,1.0,Multiparous
1749,15087,4,4,14,31,Astronaut 105,Connection attempt,1.0,Multiparous
1841,15114,3,5,17,31,Astronaut 104,Dead milk time,1.0,Multiparous
1918,15114,3,11,45,31,Astronaut 106,Dead milk time,1.0,Multiparous
1932,15114,4,2,5,31,Astronaut 104,Connection attempt,1.0,Multiparous
1996,15114,4,6,23,31,Astronaut 106,Dead milk time,2.0,Multiparous
2016,15114,4,8,29,31,Astronaut 106,Dead milk time,1.0,Multiparous
2035,15114,4,9,34,31,Astronaut 106,Dead milk time,1.0,Multiparous
2100,15114,5,2,3,34,Astronaut 113,Connection attempt,1.0,Multiparous
2133,15114,5,4,12,34,Astronaut 114,Connection attempt,1.0,Multiparous
2140,15114,5,4,14,34,Astronaut 114,Dead milk time,1.0,Multiparous
2178,15114,5,7,25,34,Astronaut 114,Dead milk time,1.0,Multiparous
2252,15189,1,3,8,35,Astronaut 116,Connection attempt,1.0,Primiparous
2287,15189,1,5,19,35,Astronaut 116,Dead milk time,1.0,Primiparous
2312,15189,1,7,27,35,Astronaut 116,Automatic robot stop,1.0,Primiparous
2333,15189,1,8,33,35,Astronaut 116,Automatic robot stop,1.0,Primiparous
2390,15189,2,3,8,34,Astronaut 115,Connection attempt,1.0,Multiparous
2416,15189,2,5,17,34,Astronaut 114,Connection time,1.0,Multiparous
2420,15189,2,5,18,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
2453,15189,2,8,30,32,Astronaut 109,Connection time,1.0,Multiparous
2506,15189,3,2,4,32,Astronaut 109,Connection attempt,3.0,Multiparous
2509,15189,3,2,5,32,Astronaut 108,Connection attempt,2.0,Multiparous
2525,15189,3,4,14,32,Astronaut 109,Connection attempt,1.0,Multiparous
2595,15189,3,10,40,32,Astronaut 108,Dead milk time,1.0,Multiparous
2632,15189,4,3,10,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
2641,15189,4,4,12,35,Astronaut 116,Dead milk time,1.0,Multiparous
2703,15189,4,9,35,33,Astronaut 110,Dead milk time,1.0,Multiparous
2708,15189,4,9,37,33,Astronaut 110,Dead milk time,1.0,Multiparous
2756,15189,5,3,10,30,Astronaut 102,Dead milk time,1.0,Multiparous
2787,15189,5,5,18,30,Astronaut 102,Connection attempt,1.0,Multiparous
2860,15195,1,6,23,31,Astronaut 106,Dead milk time,1.0,Primiparous
2862,15195,1,6,24,31,Astronaut 106,Dead milk time,1.0,Primiparous
2872,15195,1,8,32,31,Astronaut 106,Connection attempt,1.0,Primiparous
2873,15195,1,8,32,31,Astronaut 106,Dead milk time,1.0,Primiparous
2901,15195,4,5,17,35,Astronaut 118,Dead milk time,1.0,Multiparous
2905,15195,4,5,20,35,Astronaut 118,Connection attempt,1.0,Multiparous
2939,15195,4,12,48,35,Astronaut 118,Connection time,1.0,Multiparous
2940,15195,4,12,48,35,Astronaut 118,Dead milk time,1.0,Multiparous
2950,15195,5,2,4,34,Astronaut 113,Dead milk time,1.0,Multiparous
2957,15195,5,3,8,34,Astronaut 113,Dead milk time,2.0,Multiparous
2968,15195,5,5,16,34,Astronaut 113,Dead milk time,1.0,Multiparous
2971,15195,5,5,18,34,Astronaut 113,Dead milk time,1.0,Multiparous
2987,15195,5,8,31,34,Astronaut 113,Dead milk time,1.0,Multiparous
3053,15291,4,4,13,30,Astronaut 103,Dead milk time,1.0,Multiparous
3093,15291,4,7,26,30,Astronaut 102,Dead milk time,1.0,Multiparous
3130,15291,4,9,37,30,Astronaut 103,Dead milk time,1.0,Multiparous
3141,15291,4,10,41,30,Astronaut 102,Dead milk time,1.0,Multiparous
3148,15291,4,11,42,30,Astronaut 103,Dead milk time,1.0,Multiparous
3155,15291,4,11,44,30,Astronaut 103,Dead milk time,1.0,Multiparous
3166,15291,4,12,47,30,Astronaut 102,Dead milk time,1.0,Multiparous
3168,15291,4,12,47,30,Astronaut 103,Connection time,1.0,Multiparous
3170,15291,4,12,48,30,Astronaut 101,Connection time,4.0,Multiparous
3172,15291,4,12,48,30,Astronaut 102,Connection time,2.0,Multiparous
3174,15291,4,12,48,30,Astronaut 103,Connection time,3.0,Multiparous
3175,15291,4,12,49,30,Astronaut 102,Connection time,1.0,Multiparous
3176,15291,4,12,49,30,Astronaut 102,Dead milk time,1.0,Multiparous
3177,15291,4,12,49,30,Astronaut 103,Dead milk time,1.0,Multiparous
3189,15291,5,2,4,30,Astronaut 103,Connection attempt,1.0,Multiparous
3197,15291,5,2,7,30,Astronaut 101,Dead milk time,1.0,Multiparous
3205,15291,5,3,8,30,Astronaut 103,Dead milk time,1.0,Multiparous
3209,15291,5,3,9,30,Astronaut 103,Dead milk time,2.0,Multiparous
3218,15291,5,3,12,30,Astronaut 102,Automatic robot stop,1.0,Multiparous
3245,15291,5,5,19,30,Astronaut 101,Dead milk time,1.0,Multiparous
3309,15355,1,8,30,33,Astronaut 112,Connection time,1.0,Primiparous
3311,15355,1,8,31,33,Astronaut 112,Dead milk time,1.0,Primiparous
3313,15355,1,8,32,33,Astronaut 112,Dead milk time,2.0,Primiparous
3315,15355,1,8,33,33,Astronaut 112,Connection time,1.0,Primiparous
3316,15355,1,8,33,33,Astronaut 112,Dead milk time,1.0,Primiparous
3319,15355,1,9,34,33,Astronaut 112,Connection time,1.0,Primiparous
3320,15355,1,9,34,33,Astronaut 112,Dead milk time,2.0,Primiparous
3322,15355,1,9,35,33,Astronaut 112,Dead milk time,1.0,Primiparous
3324,15355,1,9,36,33,Astronaut 112,Connection time,1.0,Primiparous
3325,15355,1,9,36,33,Astronaut 112,Dead milk time,2.0,Primiparous
3327,15355,1,9,37,33,Astronaut 112,Dead milk time,2.0,Primiparous
3330,15355,1,10,39,33,Astronaut 112,Dead milk time,1.0,Primiparous
3332,15355,1,10,40,33,Astronaut 112,Connection time,1.0,Primiparous
3333,15355,1,10,40,33,Astronaut 112,Dead milk time,4.0,Primiparous
3335,15355,1,10,41,33,Astronaut 112,Dead milk time,1.0,Primiparous
3339,15355,1,11,43,33,Astronaut 112,Dead milk time,1.0,Primiparous
3341,15355,1,11,44,33,Astronaut 112,Connection time,1.0,Primiparous
3342,15355,1,11,44,33,Astronaut 112,Dead milk time,2.0,Primiparous
3344,15355,1,11,45,33,Astronaut 112,Dead milk time,1.0,Primiparous
3346,15355,1,11,46,33,Astronaut 112,Connection time,1.0,Primiparous
3419,15355,2,7,26,32,Astronaut 108,Dead milk time,1.0,Multiparous
3463,15355,2,10,39,32,Astronaut 109,Automatic robot stop,1.0,Multiparous
3497,15355,2,13,52,32,Astronaut 108,Connection time,1.0,Multiparous
3499,15355,2,13,52,32,Astronaut 109,Connection time,1.0,Multiparous
3501,15355,2,13,53,32,Astronaut 108,Connection time,1.0,Multiparous
3507,15355,2,14,55,32,Astronaut 108,Connection time,1.0,Multiparous
3508,15355,2,14,55,32,Astronaut 108,Dead milk time,1.0,Multiparous
3518,15355,3,1,3,30,Astronaut 102,Automatic robot stop,1.0,Multiparous
3525,15355,3,2,4,30,Astronaut 103,Connection time,1.0,Multiparous
3586,15355,3,8,32,30,Astronaut 102,Connection time,1.0,Multiparous
3588,15355,3,8,32,30,Astronaut 103,Connection time,1.0,Multiparous
3651,15355,4,3,8,30,Astronaut 102,Automatic robot stop,1.0,Multiparous
3655,15355,4,3,9,30,Astronaut 102,Dead milk time,1.0,Multiparous
3657,15355,4,3,9,30,Astronaut 103,Dead milk time,2.0,Multiparous
3665,15355,4,3,12,30,Astronaut 103,Automatic robot stop,1.0,Multiparous
3670,15355,4,4,13,30,Astronaut 102,Dead milk time,1.0,Multiparous
3677,15355,4,4,15,30,Astronaut 102,Dead milk time,1.0,Multiparous
3684,15355,4,5,17,30,Astronaut 101,Dead milk time,1.0,Multiparous
3686,15355,4,5,17,30,Astronaut 102,Dead milk time,1.0,Multiparous
3692,15355,4,5,19,30,Astronaut 102,Dead milk time,1.0,Multiparous
3694,15355,4,5,19,30,Astronaut 103,Dead milk time,1.0,Multiparous
3696,15355,4,5,20,30,Astronaut 101,Connection time,1.0,Multiparous
3711,15355,4,8,29,33,Astronaut 112,Dead milk time,1.0,Multiparous
3713,15355,4,8,30,33,Astronaut 112,Connection time,1.0,Multiparous
3714,15355,4,8,30,33,Astronaut 112,Dead milk time,2.0,Multiparous
3716,15355,4,8,31,33,Astronaut 112,Dead milk time,2.0,Multiparous
3723,15355,4,9,34,33,Astronaut 112,Connection time,2.0,Multiparous
3724,15355,4,9,34,33,Astronaut 112,Dead milk time,1.0,Multiparous
3727,15355,4,9,35,33,Astronaut 112,Dead milk time,4.0,Multiparous
3730,15355,4,9,36,33,Astronaut 112,Dead milk time,2.0,Multiparous
3739,15355,4,10,42,33,Astronaut 111,Connection time,1.0,Multiparous
3744,15355,4,11,43,33,Astronaut 111,Connection time,1.0,Multiparous
3748,15355,4,11,45,33,Astronaut 110,Connection time,1.0,Multiparous
3750,15355,4,11,45,33,Astronaut 111,Connection time,1.0,Multiparous
3752,15355,4,11,45,33,Astronaut 112,Connection time,1.0,Multiparous
3775,15355,5,3,9,34,Astronaut 114,Connection time,1.0,Multiparous
3819,15355,5,7,25,34,Astronaut 115,Dead milk time,1.0,Multiparous
3858,15439,1,8,30,34,Astronaut 115,Connection attempt,1.0,Primiparous
3996,15439,2,7,29,32,Astronaut 108,Connection time,1.0,Multiparous
4143,15439,3,8,29,30,Astronaut 102,Automatic robot stop,1.0,Multiparous
4148,15439,3,8,30,30,Astronaut 103,Automatic robot stop,1.0,Multiparous
4193,15439,3,11,44,30,Astronaut 102,Connection attempt,1.0,Multiparous
4266,15439,4,5,19,30,Astronaut 103,Connection attempt,1.0,Multiparous
4401,15439,5,4,12,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
4411,15439,5,4,15,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
4432,15439,5,6,20,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
4496,15447,1,6,22,33,Astronaut 112,Connection time,1.0,Primiparous
4498,15447,1,6,23,33,Astronaut 112,Connection attempt,1.0,Primiparous
4519,15447,1,10,40,33,Astronaut 112,Dead milk time,1.0,Primiparous
4697,15447,3,11,44,35,Astronaut 118,Dead milk time,1.0,Multiparous
4701,15447,4,1,2,31,Astronaut 106,Dead milk time,1.0,Multiparous
4748,15447,4,10,41,31,Astronaut 106,Connection attempt,1.0,Multiparous
4769,15447,5,2,7,30,Astronaut 102,Dead milk time,1.0,Multiparous
4906,15518,4,5,19,31,Astronaut 106,Dead milk time,1.0,Multiparous
4918,15518,4,6,24,31,Astronaut 106,Dead milk time,1.0,Multiparous
4936,15518,4,8,33,31,Astronaut 104,Connection attempt,1.0,Multiparous
4948,15518,4,9,37,31,Astronaut 104,Connection time,1.0,Multiparous
5016,15524,4,2,5,31,Astronaut 106,Dead milk time,1.0,Multiparous
5066,15524,4,9,34,31,Astronaut 106,Dead milk time,1.0,Multiparous
5076,15524,5,1,2,30,Astronaut 101,Dead milk time,1.0,Multiparous
5078,15524,5,1,3,30,Astronaut 101,Dead milk time,1.0,Multiparous
5101,15866,2,2,7,34,Astronaut 115,Dead milk time,1.0,Multiparous
5114,15866,2,3,11,34,Astronaut 115,Connection time,1.0,Multiparous
5125,15866,2,4,15,34,Astronaut 114,Connection attempt,1.0,Multiparous
5155,15866,2,7,25,34,Astronaut 115,Connection time,1.0,Multiparous
5161,15866,2,7,27,34,Astronaut 115,Stopped by user,1.0,Multiparous
5173,15866,2,8,31,34,Astronaut 114,Connection time,1.0,Multiparous
5183,15866,2,9,34,34,Astronaut 114,Connection time,1.0,Multiparous
5187,15866,2,9,35,34,Astronaut 115,Connection time,1.0,Multiparous
5197,15866,2,10,39,34,Astronaut 113,Connection attempt,1.0,Multiparous
5198,15866,2,10,39,34,Astronaut 113,Connection time,1.0,Multiparous
5200,15866,2,10,39,34,Astronaut 114,Connection attempt,1.0,Multiparous
5201,15866,2,10,39,34,Astronaut 114,Connection time,1.0,Multiparous
5203,15866,2,10,39,34,Astronaut 115,Connection time,1.0,Multiparous
5213,15866,2,11,42,34,Astronaut 114,Automatic robot stop,1.0,Multiparous
5236,15866,3,1,3,35,Astronaut 118,Connection time,1.0,Multiparous
5273,15866,3,9,36,35,Astronaut 118,Connection time,1.0,Multiparous
5275,15866,3,9,37,35,Astronaut 118,Connection time,1.0,Multiparous
5286,15866,4,1,2,30,Astronaut 103,Connection attempt,1.0,Multiparous
5362,15866,4,7,25,30,Astronaut 103,Connection attempt,1.0,Multiparous
5447,15866,5,3,8,30,Astronaut 103,Connection attempt,1.0,Multiparous
5450,15866,5,3,9,30,Astronaut 102,Dead milk time,1.0,Multiparous
5454,15866,5,3,10,30,Astronaut 102,Dead milk time,1.0,Multiparous
5493,15866,5,6,22,30,Astronaut 103,Automatic robot stop,1.0,Multiparous
5574,15945,1,7,27,33,Astronaut 112,Dead milk time,1.0,Primiparous
5631,15945,2,2,5,31,Astronaut 104,Automatic robot stop,1.0,Multiparous
5643,15945,2,3,8,31,Astronaut 105,Dead milk time,2.0,Multiparous
5652,15945,2,3,11,31,Astronaut 104,Dead milk time,1.0,Multiparous
5654,15945,2,3,11,31,Astronaut 105,Dead milk time,1.0,Multiparous
5703,15945,2,7,26,31,Astronaut 104,Automatic robot stop,1.0,Multiparous
5748,15945,2,10,39,31,Astronaut 104,Connection time,1.0,Multiparous
5764,15945,3,2,4,35,Astronaut 117,Connection time,2.0,Multiparous
5768,15945,3,2,5,35,Astronaut 117,Connection time,2.0,Multiparous
5771,15945,3,2,6,35,Astronaut 116,Dead milk time,1.0,Multiparous
5773,15945,3,2,6,35,Astronaut 117,Connection time,2.0,Multiparous
5805,15945,3,5,16,35,Astronaut 116,Connection time,1.0,Multiparous
5821,15945,3,6,24,35,Astronaut 117,Automatic robot stop,1.0,Multiparous
5828,15945,3,7,26,35,Astronaut 117,Dead milk time,1.0,Multiparous
5908,15945,3,13,52,35,Astronaut 116,Stopped by user,1.0,Multiparous
5910,15945,3,13,52,35,Astronaut 117,Dead milk time,1.0,Multiparous
5930,15945,4,2,4,30,Astronaut 103,Dead milk time,1.0,Multiparous
5935,15945,4,2,6,30,Astronaut 101,Dead milk time,1.0,Multiparous
5939,15945,4,2,7,30,Astronaut 101,Dead milk time,1.0,Multiparous
5947,15945,4,3,8,30,Astronaut 103,Dead milk time,1.0,Multiparous
5956,15945,4,3,11,30,Astronaut 102,Dead milk time,1.0,Multiparous
5966,15945,4,4,13,30,Astronaut 102,Dead milk time,1.0,Multiparous
5973,15945,4,4,15,30,Astronaut 102,Dead milk time,1.0,Multiparous
5991,15945,4,5,20,30,Astronaut 102,Dead milk time,1.0,Multiparous
5993,15945,4,5,20,30,Astronaut 103,Dead milk time,2.0,Multiparous
5997,15945,4,6,21,30,Astronaut 102,Dead milk time,1.0,Multiparous
6001,15945,4,6,22,30,Astronaut 102,Dead milk time,1.0,Multiparous
6008,15945,4,6,24,30,Astronaut 102,Dead milk time,1.0,Multiparous
6019,15945,4,7,27,30,Astronaut 103,Dead milk time,1.0,Multiparous
6022,15945,4,7,28,30,Astronaut 102,Dead milk time,3.0,Multiparous
6031,15945,4,8,30,30,Astronaut 101,Automatic robot stop,1.0,Multiparous
6040,15945,4,8,32,30,Astronaut 103,Dead milk time,1.0,Multiparous
6050,15945,4,9,34,30,Astronaut 103,Dead milk time,1.0,Multiparous
6070,15945,4,10,41,30,Astronaut 102,Dead milk time,1.0,Multiparous
6106,15945,4,13,51,35,Astronaut 116,Connection time,2.0,Multiparous
6108,15945,4,13,51,35,Astronaut 117,Connection time,1.0,Multiparous
6111,15945,4,13,52,35,Astronaut 116,Connection time,1.0,Multiparous
6113,15945,4,13,52,35,Astronaut 117,Connection time,2.0,Multiparous
6115,15945,4,13,52,35,Astronaut 118,Connection time,2.0,Multiparous
6117,15945,4,13,53,35,Astronaut 116,Connection time,5.0,Multiparous
6119,15945,4,13,53,35,Astronaut 117,Connection time,1.0,Multiparous
6121,15945,4,13,53,35,Astronaut 118,Connection time,3.0,Multiparous
6123,15945,4,13,54,35,Astronaut 116,Connection time,1.0,Multiparous
6125,15945,4,13,54,35,Astronaut 117,Connection time,2.0,Multiparous
6127,15945,4,13,54,35,Astronaut 118,Connection time,8.0,Multiparous
6129,15945,4,13,55,35,Astronaut 116,Connection time,2.0,Multiparous
6132,15945,4,14,55,35,Astronaut 116,Connection time,4.0,Multiparous
6133,15945,4,14,55,35,Astronaut 116,Dead milk time,1.0,Multiparous
6135,15945,4,14,55,35,Astronaut 118,Connection time,4.0,Multiparous
6136,15945,4,14,55,35,Astronaut 118,Dead milk time,3.0,Multiparous
6265,15949,4,7,27,30,Astronaut 103,Dead milk time,1.0,Multiparous
6269,15949,4,7,28,30,Astronaut 103,Dead milk time,1.0,Multiparous
6276,15949,4,8,29,30,Astronaut 103,Dead milk time,1.0,Multiparous
6279,15949,4,8,30,30,Astronaut 102,Connection attempt,1.0,Multiparous
6445,16015,5,2,4,35,Astronaut 118,Dead milk time,1.0,Multiparous
6461,16057,2,1,2,32,Astronaut 107,Connection time,1.0,Multiparous
6479,16057,2,3,9,33,Astronaut 110,Dead milk time,1.0,Multiparous
6484,16057,2,3,11,33,Astronaut 111,Dead milk time,1.0,Multiparous
6508,16057,2,7,25,33,Astronaut 111,Connection attempt,1.0,Multiparous
